Age,Gender,MaritalStatus,Education,Occupation,MonthlyIncomeINR,City,Organization,EventsAttendedAnnually,VisitReason,FirstVisit,EventDiscovery,RegistrationMode,PreferredEventType,HoursSpent,TravelDistance,AttendingWith,ParticipationFrequency,SpendPerVisitINR,PremiumSeatingInterest,BundlePreference,NetworkingInterest,FoodPreferences,MaxFoodSpendINR,SponsorOrExhibitorInterest,CoWorkingInterest,PostEventPartyInterest,Importance_Parking,Importance_Restrooms,Importance_Accessibility,Importance_WiFi,Importance_Signage,Importance_Security,Importance_Seating Comfort,Importance_Cleanliness,Experience_Mobile App,Experience_Digital Ticketing,Experience_Interactive Screens,Experience_Live Streaming,OverallCleanlinessRating,StaffHelpful,NavigationEasy,UsedCloakRoom,UseMobileApp,UsedPublicTransport,SocialMediaPostIntent,ReadReviews,LivePollParticipation,SharePreferencesForPersonalization,NewsletterSubscription,RecommendJioWorldCentre,OverallSatisfaction,ChallengesFaced,MainConcern,RegPaymentIssue,SustainabilityImportance,Suggestions,AdditionalFacilities,ContactConsent,Email
39,Female,Single,High School,Student,199777,Mumbai,Not Disclosed,0,Conference,No,Word of Mouth,Online,Entertainment,6.9,International,Friends,Rarely,7143,Yes,None,No,Continental,404,Maybe,Yes,No,5,4,4,4,3,5,5,3,3,4,1,5,5,Yes,Yes,No,Yes,No,Yes,Sometimes,No,No,No,10.0,5.0,"Accessibility,Tech Issues,Signage",Safety,Yes,2,,,No,
28,Male,Married,Postgraduate,Corporate,124261,Mumbai,TCS,1,Meeting,No,Social Media,Online,Art & Culture,7.0,International,Alone,Rarely,7056,Yes,VIP Perks,No,"Asian,No preference,Gluten-free",1814,Yes,No,Maybe,3,4,4,2,3,4,4,3,4,2,3,5,5,Yes,Somewhat,No,Yes,Yes,No,Always,No,No,No,6.0,9.0,"Seating,Signage",Facilities,No,5,,,No,
46,Male,Married,Graduate,Student,101104,Mumbai,Not Disclosed,1,Performance,Yes,Corporate,Online,Family,5.1,Within city,Colleagues,Quarterly,2534,No,None,Yes,"No preference,Vegan,Asian",1538,Yes,Maybe,Yes,5,5,5,5,4,5,4,4,5,3,5,3,5,Yes,Somewhat,Yes,Maybe,No,No,Always,Yes,Yes,No,6.0,10.0,"Other,Tech Issues,Food Quality",Facilities,Somewhat,4,,,No,
46,Male,Married,Postgraduate,Corporate,123909,Ahmedabad,Reliance,4,Meeting,Yes,Email,Online,Art & Culture,4.8,Within city,Colleagues,Annually,3320,Maybe,None,Yes,"Continental,No preference",765,No,No,No,5,3,5,5,4,3,4,5,3,4,3,4,5,Yes,No,No,Yes,Yes,Yes,Sometimes,No,No,Yes,10.0,10.0,"Food Quality,Other",Safety,No,4,,,No,
29,Male,Married,Graduate,Entrepreneur,377532,Hyderabad,College,2,Meeting,No,Other,At venue,Art & Culture,7.0,Within city,Family,Quarterly,886,No,None,Yes,"Quick snacks,Continental,No preference",735,No,Yes,No,4,4,4,5,5,5,4,2,3,4,3,5,5,Yes,Yes,No,Maybe,Yes,Maybe,Never,Yes,No,Yes,10.0,7.0,"Parking,Food Quality",Facilities,Yes,5,,,Yes,
41,Female,Married,Graduate,Student,182680,Other,Infosys,4,Performance,No,Email,Online,Industry,5.2,Outstation,Alone,Quarterly,3021,Yes,Parking,Yes,Indian,1408,No,Yes,Maybe,3,4,5,4,4,5,3,5,2,4,5,5,4,Yes,No,Yes,Yes,Sometimes,Maybe,Always,Yes,Maybe,No,10.0,6.0,Waiting Time,Pricing,Yes,2,,,No,
34,Male,Single,Graduate,Student,68566,Mumbai,Startup,1,Performance,No,Social Media,Online,Industry,3.8,50-100km,Friends,Annually,2910,Maybe,Event + Food,Yes,"Quick snacks,Continental",633,Maybe,No,Maybe,4,3,3,3,3,4,3,3,4,4,5,3,4,Yes,Yes,Yes,Maybe,Yes,Maybe,Sometimes,No,No,No,10.0,9.0,"Accessibility,Signage",Facilities,No,3,,,No,
39,Female,Married,Postgraduate,Academic,92522,Mumbai,TCS,6,Banquet,Yes,Social Media,Online,Academic,2.2,Within city,Friends,Rarely,818,No,Event + Food,Yes,Gluten-free,1577,No,No,Yes,4,5,3,2,4,3,5,4,4,2,2,4,5,Yes,Somewhat,No,Yes,No,Maybe,Always,Yes,Yes,Yes,8.0,9.0,"Other,Food Quality,Waiting Time",Pricing,No,5,,,No,
38,Male,Single,Postgraduate,Artist,45157,Bangalore,College,4,Banquet,Yes,Corporate,Through organization,Entertainment,2.6,Within city,Family,Monthly,5994,No,Parking,Yes,"Gluten-free,Indian",365,No,Yes,Yes,4,5,4,4,3,5,5,4,4,4,4,3,4,Yes,No,No,Yes,Sometimes,Maybe,Sometimes,No,Yes,No,10.0,7.0,"Tech Issues,Other",COVID-19,Yes,5,,,No,
18,Male,Married,Graduate,Entrepreneur,46675,Bangalore,Not Disclosed,4,Exhibition,Yes,Word of Mouth,Online,Industry,1.4,50-100km,Family,Monthly,6204,No,Parking,Yes,"No preference,Quick snacks",1765,Yes,No,Yes,4,5,5,4,5,3,4,5,3,3,3,4,4,Yes,Yes,Yes,Maybe,No,No,Sometimes,No,Yes,No,7.0,9.0,Waiting Time,Facilities,No,4,,,No,
38,Male,Single,Graduate,Academic,215279,Chennai,Not Disclosed,5,Meeting,No,Social Media,Online,Art & Culture,2.1,Outstation,Family,Quarterly,1224,No,Event + Food,Yes,"Vegan,No preference",622,No,Yes,Maybe,3,4,4,4,4,4,4,4,5,3,4,3,4,Yes,Yes,Yes,No,No,Yes,Sometimes,No,Maybe,No,7.0,10.0,"Other,Signage",Crowds,No,3,,,No,
33,Male,Married,Graduate,Entrepreneur,123682,Hyderabad,Reliance,2,Performance,No,Email,Online,Academic,4.5,Within city,Family,Monthly,8746,Maybe,Event + Food,No,Continental,2683,No,No,Maybe,4,4,4,4,4,3,3,4,2,3,3,3,5,Yes,Yes,No,Maybe,No,No,Never,No,No,No,7.0,10.0,"Food Quality,Accessibility",Facilities,No,1,,,No,
44,Male,Single,PhD,Academic,158999,Chennai,TCS,3,Performance,Yes,Email,At venue,Other,5.2,Within city,Alone,Annually,2001,No,Event + Food,Yes,Quick snacks,533,No,Yes,No,4,5,5,5,4,4,5,3,2,4,4,4,4,No,Yes,No,Yes,Yes,Yes,Never,Yes,Yes,No,7.0,8.0,"Seating,Accessibility",Pricing,Somewhat,4,,,No,
34,Male,Married,Postgraduate,Student,154289,Hyderabad,Other,2,Conference,No,Word of Mouth,At venue,Industry,3.8,Within city,Alone,Annually,9432,Yes,VIP Perks,Yes,"Asian,Quick snacks,Indian",892,No,Maybe,Maybe,4,3,4,4,4,3,3,2,1,3,4,3,4,Yes,Yes,No,Yes,Yes,No,Sometimes,Yes,No,Yes,10.0,10.0,"Other,Waiting Time,Parking",Facilities,Somewhat,1,,,No,
32,Female,Single,Postgraduate,Corporate,103175,Mumbai,Not Disclosed,2,Performance,No,Email,Through organization,Family,1.8,Within city,Colleagues,Annually,7534,No,Parking,Yes,No preference,2188,No,Maybe,Yes,4,4,4,3,4,4,5,3,3,3,4,2,3,Yes,Yes,No,Maybe,No,No,Never,Yes,No,Yes,5.0,9.0,"Accessibility,Seating,Parking",COVID-19,Somewhat,5,,,Yes,
24,Male,Married,Graduate,Corporate,116217,Hyderabad,Not Disclosed,2,Performance,No,Email,Online,Industry,6.3,Outstation,Alone,Monthly,4343,Maybe,VIP Perks,Yes,"No preference,Indian,Gluten-free",1787,Yes,No,No,4,3,4,5,4,3,5,4,3,5,5,5,5,Yes,No,No,No,No,Maybe,Never,No,Maybe,Yes,9.0,8.0,Food Quality,Crowds,Somewhat,4,,,No,user3298@mail.com
43,Female,Single,Graduate,Corporate,38220,Chennai,Reliance,3,Performance,No,Corporate,Online,Industry,5.8,50-100km,Alone,Annually,2206,No,Event + Food,Yes,"Vegan,Asian,No preference",332,No,Yes,Yes,4,3,5,5,4,4,4,5,4,3,3,3,4,Yes,Yes,No,No,Yes,No,Sometimes,No,Yes,No,9.0,5.0,Signage,COVID-19,No,5,,,Yes,
34,Female,Married,Postgraduate,Corporate,106709,Bangalore,Not Disclosed,6,Exhibition,No,Word of Mouth,Online,Academic,5.8,Within city,Friends,Monthly,7137,No,Parking,Yes,"Quick snacks,Gluten-free",3925,Yes,No,Yes,5,3,5,5,5,5,5,5,4,5,4,5,4,Yes,Yes,No,Yes,No,No,Sometimes,No,No,No,4.0,10.0,Tech Issues,Crowds,Somewhat,3,,,Yes,
34,Female,Married,Graduate,Corporate,51910,Mumbai,Other,5,Banquet,No,Social Media,At venue,Family,7.6,Within city,Friends,Annually,8737,Maybe,None,Yes,"No preference,Gluten-free,Continental",933,Yes,Maybe,Yes,5,5,5,4,5,3,4,3,4,5,4,5,4,Yes,Yes,No,Yes,Yes,Maybe,Sometimes,Yes,No,Yes,6.0,7.0,"Food Quality,Accessibility,Other",COVID-19,No,5,,,No,
32,Male,Married,High School,Corporate,96420,Bangalore,Other,5,Performance,Yes,Corporate,At venue,Industry,4.6,Within city,Alone,Annually,6597,Maybe,Event + Food,No,"Gluten-free,Continental,Asian",290,No,No,Maybe,4,4,2,3,3,5,3,5,4,2,4,3,5,Yes,Yes,No,No,No,No,Never,No,No,Yes,8.0,10.0,"Tech Issues,Food Quality",Crowds,No,4,,,No,
32,Male,Married,Postgraduate,Corporate,121594,Other,Startup,0,Performance,Yes,Ad,Online,Industry,6.6,50-100km,Colleagues,Quarterly,4071,No,Parking,No,"No preference,Continental",628,Yes,Maybe,No,4,5,5,4,4,3,4,5,4,3,3,2,4,No,Somewhat,No,Maybe,Yes,No,Sometimes,No,Maybe,Yes,7.0,6.0,Seating,Crowds,No,3,,,No,
25,Female,Single,Postgraduate,Corporate,69132,Mumbai,HUL,4,Banquet,No,Social Media,At venue,Industry,8.9,Outstation,Colleagues,Annually,8934,Maybe,None,No,"Gluten-free,Asian",384,Yes,Yes,No,4,3,5,4,4,5,4,5,5,5,4,3,5,Yes,Yes,No,Yes,No,No,Always,Yes,Yes,No,10.0,9.0,Waiting Time,Pricing,No,4,,,Yes,
34,Male,Single,Graduate,Corporate,94113,Delhi,TCS,3,Conference,No,Word of Mouth,At venue,Art & Culture,3.3,Outstation,Alone,Annually,1757,Yes,Event + Food,Yes,Vegan,311,Maybe,No,No,3,4,4,3,4,5,3,5,5,2,3,4,5,Yes,Yes,No,Yes,Sometimes,Yes,Never,Yes,No,Yes,10.0,4.0,"Food Quality,Accessibility",Pricing,No,5,,,Yes,
27,Female,Single,Postgraduate,Entrepreneur,216968,Mumbai,Startup,3,Performance,Yes,Corporate,Online,Industry,3.7,Outstation,Alone,Annually,3355,No,VIP Perks,No,"Vegan,Quick snacks",7154,No,No,No,4,5,4,4,4,3,4,5,5,1,3,3,3,No,Somewhat,No,Yes,No,Yes,Never,Yes,Yes,No,9.0,6.0,"Parking,Seating",Facilities,No,4,,,No,
25,Female,Single,Graduate,Corporate,109946,Mumbai,College,3,Banquet,No,Word of Mouth,Through organization,Industry,4.1,Outstation,Alone,Rarely,2392,No,VIP Perks,Yes,Vegan,2232,Yes,Yes,No,4,4,3,4,4,4,3,4,4,4,4,4,5,Yes,Yes,No,No,Yes,No,Always,Yes,No,No,10.0,8.0,Waiting Time,Facilities,No,3,,,Yes,
49,Male,Single,High School,Corporate,84181,Mumbai,Other,4,Meeting,No,Word of Mouth,Through organization,Family,6.8,50-100km,Alone,Rarely,8413,No,Networking Access,No,"Indian,Vegan,Gluten-free",186,Maybe,No,Maybe,5,5,3,4,3,5,4,5,4,3,4,4,5,Yes,Yes,No,Yes,Yes,No,Never,No,No,Yes,9.0,3.0,Tech Issues,Pricing,Yes,3,,,Yes,
31,Female,Married,Graduate,Corporate,86222,Other,College,3,Exhibition,Yes,Corporate,Online,Industry,5.3,50-100km,Other,Quarterly,5438,No,Event + Food,No,Vegan,1057,Yes,No,Maybe,5,4,4,4,4,4,5,4,3,4,3,4,3,Yes,Yes,No,Yes,Sometimes,Maybe,Always,Yes,Yes,Yes,8.0,9.0,Tech Issues,Facilities,No,3,,,Yes,
44,Female,Single,Postgraduate,Academic,63997,Hyderabad,Startup,2,Meeting,No,Email,Through organization,Entertainment,4.7,Within city,Friends,Annually,7261,Yes,Event + Food,No,Asian,606,No,Yes,Maybe,5,4,2,4,5,4,4,3,3,4,2,4,5,Yes,No,No,Yes,No,No,Sometimes,No,Yes,Yes,7.0,4.0,"Seating,Tech Issues",Safety,No,4,,,No,
43,Male,Married,Graduate,Entrepreneur,57115,Mumbai,Other,4,Conference,No,Social Media,Online,Entertainment,3.7,Within city,Other,Quarterly,3502,Yes,Parking,Yes,Continental,2481,No,No,No,3,4,5,2,4,3,5,5,2,4,4,2,4,No,No,No,No,No,Yes,Always,Yes,No,Yes,7.0,10.0,Other,Safety,No,1,,,Yes,
40,Male,Married,Graduate,Artist,252040,Mumbai,Not Disclosed,3,Meeting,No,Email,Other,Family,3.5,Within city,Alone,Rarely,2762,Maybe,VIP Perks,Yes,"No preference,Quick snacks,Gluten-free",3777,No,No,Yes,5,3,3,3,5,4,5,4,2,4,1,4,4,Yes,Somewhat,No,Maybe,Yes,No,Never,Yes,No,Yes,10.0,2.0,"Tech Issues,Other",Crowds,Yes,2,,,No,
41,Male,Single,Graduate,Other,77009,Chennai,Not Disclosed,6,Banquet,Yes,Corporate,Online,Family,8.1,Within city,Other,Rarely,10153,Yes,Networking Access,Yes,"Asian,Gluten-free,Vegan",1497,Yes,No,No,2,3,4,4,5,4,4,3,4,5,5,3,4,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Yes,No,Yes,10.0,10.0,Signage,Facilities,No,4,,,Yes,
39,Female,Married,High School,Academic,184477,Pune,Startup,3,Banquet,Yes,Social Media,Online,Industry,5.4,Within city,Family,Quarterly,10675,No,Networking Access,Yes,Indian,1003,No,Yes,No,4,4,4,4,4,4,5,5,5,2,5,3,3,No,Yes,No,Maybe,Yes,Yes,Sometimes,No,No,No,10.0,9.0,"Waiting Time,Other,Signage",Safety,Yes,3,,,No,user3181@mail.com
26,Male,Other,High School,Corporate,156078,Bangalore,Reliance,2,Exhibition,Yes,Email,Online,Family,4.4,Within city,Alone,Annually,1914,Maybe,None,No,"Gluten-free,Vegan,Continental",2060,Maybe,Yes,Maybe,5,5,4,3,4,4,4,4,4,3,5,3,4,Yes,Yes,No,Yes,Yes,No,Always,Yes,Yes,Yes,7.0,7.0,"Seating,Food Quality,Accessibility",COVID-19,No,4,,,No,
20,Female,Married,Graduate,Corporate,48170,Other,Not Disclosed,1,Exhibition,No,Word of Mouth,Other,Family,4.1,Outstation,Alone,Quarterly,2612,Yes,Parking,Yes,Vegan,1561,No,Yes,Yes,5,4,4,5,5,4,4,3,3,4,4,3,4,Yes,Yes,No,No,Yes,Yes,Sometimes,No,No,No,8.0,7.0,"Accessibility,Seating,Food Quality",Facilities,Yes,3,,,Yes,
37,Male,Married,Graduate,Corporate,132810,Mumbai,Not Disclosed,4,Exhibition,Yes,Social Media,Through organization,Industry,6.8,Outstation,Colleagues,Monthly,3966,No,VIP Perks,No,Asian,2223,Yes,Yes,No,5,4,5,5,4,3,5,5,4,4,4,4,4,Yes,Yes,Yes,No,Yes,No,Never,Yes,No,No,6.0,10.0,"Parking,Accessibility,Seating",Pricing,No,2,,,Yes,
39,Female,Married,Postgraduate,Other,113816,Bangalore,College,3,Banquet,Yes,Social Media,Online,Family,6.2,International,Alone,Rarely,6350,Maybe,Event + Food,Yes,"Asian,Indian,No preference",1048,No,Maybe,No,4,5,5,5,3,3,4,5,3,2,2,2,4,Yes,Yes,Yes,Yes,No,Maybe,Sometimes,No,No,No,8.0,7.0,"Other,Tech Issues,Food Quality",Pricing,No,3,,,Yes,
21,Male,Single,High School,Corporate,146330,Hyderabad,HUL,2,Conference,Yes,Social Media,Online,Industry,3.0,Within city,Friends,Annually,5353,Yes,Event + Food,No,Indian,2942,No,No,Yes,4,3,5,3,4,5,3,4,5,4,3,4,4,Somewhat,Yes,No,Yes,No,No,Sometimes,Yes,No,Yes,7.0,10.0,Food Quality,Pricing,Somewhat,3,,,Yes,
34,Male,Single,Postgraduate,Corporate,105640,Mumbai,Other,4,Exhibition,Yes,Ad,Online,Industry,2.2,Within city,Alone,Rarely,3221,Yes,Event + Food,Yes,No preference,420,No,Yes,Yes,3,5,5,5,5,4,3,2,4,3,5,5,4,Yes,Somewhat,Yes,Yes,No,No,Sometimes,Yes,No,No,6.0,8.0,"Signage,Other",Pricing,Yes,2,,,No,
34,Male,Single,Graduate,Academic,225380,Delhi,Not Disclosed,2,Exhibition,Yes,Social Media,Online,Entertainment,0.3,Outstation,Friends,Annually,12140,No,Event + Food,Yes,"Continental,Gluten-free,Quick snacks",695,No,Yes,Yes,5,5,5,3,4,4,4,5,3,5,4,5,5,Yes,Yes,No,No,No,No,Sometimes,Yes,No,No,10.0,7.0,"Seating,Tech Issues",Pricing,No,5,,,Yes,
32,Male,Single,Postgraduate,Student,106714,Mumbai,HUL,6,Performance,Yes,Social Media,Online,Industry,5.5,Within city,Colleagues,Annually,9761,No,Event + Food,No,No preference,832,No,Yes,Yes,5,5,5,3,4,5,4,5,3,4,5,3,4,Yes,Somewhat,No,Yes,Sometimes,Yes,Always,Yes,Yes,Yes,7.0,9.0,Waiting Time,COVID-19,No,4,,,No,user563@mail.com
26,Female,Married,Graduate,Corporate,244219,Bangalore,TCS,2,Conference,No,Social Media,At venue,Family,3.9,Within city,Alone,Annually,6185,No,VIP Perks,No,"Continental,Indian",2457,No,No,Yes,4,3,5,4,5,5,2,3,3,4,4,4,5,Yes,Somewhat,No,Maybe,No,Yes,Sometimes,Yes,Maybe,No,8.0,6.0,"Tech Issues,Seating",Crowds,No,3,,,No,
35,Male,Single,Graduate,Other,82188,Chennai,College,1,Banquet,No,Email,At venue,Industry,3.5,Outstation,Family,Annually,4214,No,Event + Food,Yes,"No preference,Continental",1331,Yes,No,Yes,3,5,3,5,4,5,4,5,4,3,5,4,5,Yes,Yes,No,Maybe,No,No,Never,Yes,No,No,7.0,10.0,"Waiting Time,Food Quality",Facilities,No,5,,,No,
35,Male,Married,Postgraduate,Student,64141,Mumbai,TCS,4,Conference,No,Word of Mouth,Online,Entertainment,2.6,Within city,Alone,Annually,5511,No,None,Yes,"No preference,Asian",2857,No,No,No,3,5,4,3,4,4,4,4,3,5,4,4,4,Yes,Yes,No,No,No,Maybe,Always,Yes,No,No,7.0,5.0,"Seating,Other,Accessibility",Safety,No,4,,,No,
30,Male,Married,Postgraduate,Academic,79946,Other,Startup,6,Conference,No,Email,Through organization,Industry,1.9,Within city,Alone,Quarterly,1742,No,Event + Food,Yes,Gluten-free,889,No,No,No,5,3,4,5,5,4,4,4,4,3,4,2,5,Somewhat,No,No,No,No,Yes,Sometimes,Yes,Yes,No,9.0,8.0,"Signage,Seating,Food Quality",Safety,No,5,,,No,
45,Male,Married,Postgraduate,Student,44653,Mumbai,HUL,5,Performance,No,Email,At venue,Art & Culture,6.9,Within city,Family,Quarterly,9882,No,Event + Food,No,"No preference,Quick snacks,Asian",3532,No,No,Yes,4,5,5,4,5,5,4,5,5,4,4,4,3,Yes,Yes,Yes,Yes,No,Yes,Never,No,Yes,Yes,6.0,9.0,Accessibility,COVID-19,No,3,,,No,
29,Male,Married,Graduate,Corporate,133681,Chennai,Reliance,1,Meeting,No,Email,Online,Art & Culture,2.6,Within city,Alone,Annually,4915,No,VIP Perks,No,"No preference,Asian,Gluten-free",3074,No,No,No,4,5,3,5,5,4,5,4,4,4,5,3,3,Yes,Yes,No,Maybe,No,No,Always,Yes,Yes,No,7.0,9.0,Accessibility,Pricing,No,5,,,No,
45,Female,Single,Graduate,Corporate,64793,Mumbai,Startup,9,Exhibition,Yes,Corporate,Online,Art & Culture,3.6,Within city,Friends,Annually,11570,Yes,Event + Food,Yes,Continental,1157,Maybe,Yes,No,4,4,4,4,3,4,5,5,4,3,5,4,5,Yes,Somewhat,No,Maybe,No,No,Sometimes,Yes,Maybe,Yes,10.0,9.0,Accessibility,Safety,Somewhat,4,,,No,
35,Male,Single,Graduate,Corporate,95097,Bangalore,TCS,3,Performance,No,Social Media,Online,Art & Culture,2.9,Within city,Friends,Quarterly,7285,Maybe,Event + Food,Yes,Vegan,1866,No,No,No,4,3,4,5,4,5,3,4,3,4,4,2,4,Yes,Yes,Yes,Yes,Sometimes,No,Sometimes,Yes,No,Yes,8.0,8.0,"Seating,Other",Pricing,No,3,,,No,
30,Male,Single,High School,Corporate,192302,Pune,HUL,4,Conference,No,Corporate,Through organization,Entertainment,2.9,Within city,Friends,Annually,1402,Maybe,Event + Food,No,"Gluten-free,Continental,Quick snacks",626,Maybe,Maybe,No,4,5,3,5,3,4,4,3,5,3,3,3,3,Yes,Yes,Yes,Yes,No,Yes,Sometimes,Yes,Maybe,No,9.0,6.0,"Signage,Parking,Other",Pricing,Somewhat,4,,,Yes,
30,Female,Single,Postgraduate,Entrepreneur,112905,Other,Infosys,1,Banquet,No,Social Media,Online,Entertainment,4.3,Outstation,Friends,Quarterly,4800,Maybe,Event + Food,Yes,"No preference,Gluten-free",2543,No,No,Yes,4,4,4,3,4,3,5,5,4,3,4,4,5,Yes,Somewhat,No,Yes,Yes,No,Never,Yes,No,No,9.0,8.0,Signage,Pricing,No,3,,,Yes,
42,Female,Single,Graduate,Corporate,102443,Delhi,College,1,Conference,No,Email,At venue,Industry,7.7,International,Family,Rarely,6741,Maybe,Networking Access,Yes,Indian,715,No,Maybe,No,4,5,4,5,3,3,3,4,2,3,2,1,5,Yes,Yes,Yes,Yes,Yes,No,Sometimes,Yes,Yes,No,8.0,5.0,"Other,Waiting Time,Tech Issues",Crowds,No,4,,,No,user4023@mail.com
44,Male,Single,Graduate,Corporate,76169,Mumbai,HUL,7,Exhibition,Yes,Social Media,Online,Art & Culture,2.8,Outstation,Family,Annually,6889,No,Event + Food,No,No preference,965,No,Maybe,Maybe,4,4,3,4,4,5,5,3,3,5,5,5,5,Yes,Yes,Yes,Yes,No,No,Sometimes,Yes,Maybe,Yes,9.0,9.0,"Accessibility,Parking,Tech Issues",Crowds,No,2,,,Yes,user2420@mail.com
32,Male,Single,Graduate,Corporate,39670,Mumbai,Not Disclosed,7,Exhibition,Yes,Email,At venue,Entertainment,3.8,Outstation,Alone,Quarterly,3293,No,Event + Food,No,"Asian,Continental",1424,No,No,Maybe,5,4,5,4,5,4,5,5,1,4,3,3,5,Yes,Yes,No,Yes,No,No,Never,Yes,Yes,No,4.0,9.0,"Accessibility,Seating,Food Quality",Crowds,No,5,,,No,
37,Female,Married,Graduate,Corporate,72337,Mumbai,Startup,2,Meeting,Yes,Social Media,Online,Industry,4.9,Within city,Alone,Annually,3060,Maybe,Event + Food,No,"No preference,Vegan",645,Maybe,No,Yes,5,4,3,5,5,5,5,3,4,2,2,4,4,Somewhat,Yes,No,No,No,No,Never,No,No,No,10.0,5.0,"Food Quality,Parking,Waiting Time",Pricing,No,3,,,No,
41,Male,Married,Graduate,Corporate,151830,Hyderabad,Reliance,1,Performance,Yes,Email,At venue,Art & Culture,9.1,Within city,Alone,Rarely,1991,No,Networking Access,No,"Quick snacks,Indian,No preference",3481,No,No,Yes,3,4,5,5,4,5,4,4,3,4,3,4,3,Somewhat,Yes,Yes,Yes,No,Yes,Always,No,Yes,Yes,10.0,9.0,"Tech Issues,Food Quality",Facilities,No,4,,,No,
26,Male,Married,High School,Student,61406,Other,Startup,3,Exhibition,No,Social Media,Online,Art & Culture,1.4,Within city,Colleagues,Annually,12896,No,Event + Food,Yes,"Quick snacks,No preference,Gluten-free",423,No,Yes,No,4,4,4,5,5,3,5,5,2,5,5,3,4,Somewhat,Yes,No,Yes,No,No,Always,Yes,Yes,Yes,8.0,10.0,Food Quality,Pricing,No,5,,,No,
42,Male,Married,High School,Corporate,42028,Bangalore,Other,4,Banquet,No,Email,Online,Entertainment,2.1,Within city,Family,Quarterly,2586,No,VIP Perks,No,Continental,2140,No,Yes,Yes,5,3,4,5,4,5,5,4,4,4,2,4,5,Somewhat,Somewhat,No,Maybe,Yes,No,Sometimes,Yes,No,No,5.0,9.0,Other,Crowds,No,4,,,No,user2655@mail.com
30,Male,Single,Graduate,Corporate,43214,Delhi,TCS,3,Meeting,Yes,Corporate,Online,Industry,2.8,Within city,Friends,Rarely,7474,Yes,Networking Access,Yes,Continental,1294,No,Yes,Yes,3,4,4,4,5,4,3,4,3,3,4,3,3,Somewhat,Yes,No,No,Sometimes,No,Never,Yes,Yes,Yes,9.0,6.0,"Accessibility,Other,Tech Issues",Facilities,Somewhat,4,,,No,user2591@mail.com
30,Male,Married,Graduate,Corporate,246315,Mumbai,Not Disclosed,2,Performance,Yes,Social Media,Online,Family,7.5,Within city,Alone,Annually,9578,No,None,Yes,"Quick snacks,Indian",1038,No,No,No,4,5,3,5,5,4,4,4,3,2,5,4,5,Somewhat,Yes,Yes,No,No,No,Sometimes,Yes,No,No,9.0,6.0,Parking,Crowds,No,4,,,No,
49,Male,Single,Graduate,Academic,320108,Ahmedabad,Not Disclosed,1,Performance,Yes,Corporate,Online,Family,5.6,Within city,Family,Rarely,1875,No,Event + Food,Yes,"No preference,Vegan,Continental",1214,No,No,Yes,3,5,3,4,5,4,4,3,3,4,3,5,5,Somewhat,Somewhat,No,No,Yes,Maybe,Sometimes,Yes,Yes,Yes,8.0,8.0,"Accessibility,Other",Pricing,No,3,,,No,
30,Female,Single,Postgraduate,Corporate,79236,Mumbai,Startup,3,Conference,No,Other,Through organization,Academic,6.3,Within city,Colleagues,Quarterly,2411,No,None,Yes,"Asian,No preference,Gluten-free",1680,No,No,Yes,2,2,3,5,3,3,5,4,4,3,3,2,4,Yes,Yes,No,Maybe,Yes,No,Sometimes,Yes,Yes,No,10.0,8.0,"Seating,Food Quality",Pricing,No,5,,,No,
39,Male,Married,Graduate,Entrepreneur,101816,Mumbai,College,6,Meeting,Yes,Social Media,Other,Industry,4.0,Outstation,Friends,Annually,8369,No,Event + Food,No,"No preference,Quick snacks,Asian",986,No,Yes,Yes,4,5,3,4,4,5,4,4,4,3,2,3,5,Yes,Somewhat,No,Yes,No,No,Always,No,Yes,Yes,7.0,10.0,Waiting Time,Facilities,Yes,3,,,No,user3917@mail.com
32,Male,Married,Graduate,Corporate,119176,Hyderabad,HUL,3,Conference,No,Social Media,Online,Industry,3.4,Within city,Family,Annually,10128,Yes,VIP Perks,No,Quick snacks,3940,No,No,Yes,5,5,5,4,5,2,5,3,3,4,5,5,3,Yes,Yes,No,Yes,No,No,Sometimes,Yes,No,Yes,8.0,10.0,"Parking,Seating",Safety,No,3,,,Yes,
18,Male,Married,Postgraduate,Corporate,122530,Mumbai,Other,1,Performance,No,Email,Online,Industry,4.5,Within city,Family,Annually,11816,Yes,Event + Food,Yes,No preference,3451,No,No,Maybe,4,4,4,4,5,4,3,5,4,1,1,4,3,No,Yes,No,Yes,Yes,No,Never,Yes,No,Yes,7.0,9.0,"Other,Signage,Tech Issues",COVID-19,No,5,,,No,
26,Female,Single,Graduate,Corporate,137949,Hyderabad,Startup,3,Performance,Yes,Email,Online,Academic,6.0,Within city,Friends,Quarterly,4159,No,Event + Food,No,"Gluten-free,Quick snacks,Indian",2982,No,Yes,Yes,5,5,4,4,3,4,3,5,4,3,3,3,5,Yes,Yes,No,No,No,Maybe,Never,No,Yes,No,10.0,5.0,"Other,Food Quality,Seating",Facilities,No,4,,,Yes,
42,Male,Married,Postgraduate,Corporate,49813,Mumbai,Startup,2,Conference,Yes,Social Media,Through organization,Industry,3.8,Within city,Friends,Quarterly,3681,Maybe,Networking Access,No,Continental,1050,No,No,No,5,3,3,4,5,3,4,4,2,5,4,4,5,Yes,Yes,No,Yes,No,No,Never,Yes,Maybe,No,9.0,10.0,Signage,Crowds,No,2,,,No,
